session_id,rptq_bgn,rptq_end,intv_bgn,intv_end,rdtr_bgn,rdtr_end,call_bgn,call_end,call_type
20091105_114338_HRM_120587,8.453,30.422,30.422,1149.797,1151.047,2028.485,2156.920,2762.500,high_ve
20091105_123418_HRM_120685,2.485,27.375,27.375,952.094,952.094,1869.578,2106.130,2710.790,low_ve
20091105_124852_LDC_120786,25.516,64.000,64.000,993.875,993.875,1889.297,2475.990,3081.040,high_ve
20091105_134206_HRM_120740,0.953,31.516,31.516,972.703,972.703,1802.438,2089.000,2693.930,high_ve
20091105_140230_LDC_120556,4.813,45.531,45.531,917.328,917.328,1827.485,2021.960,2627.290,cell
20091105_151556_HRM_120688,29.234,65.328,65.328,912.891,912.891,1956.172,2175.880,2781.590,low_ve
20091105_160040_LDC_120524,3.844,26.328,26.328,879.391,879.391,1765.891,2110.430,2715.180,cell
20091105_165246_HRM_120780,22.750,74.969,74.969,946.578,946.578,1919.578,2156.870,2761.740,cell
20091105_170325_LDC_120747,3.860,42.281,42.281,988.297,988.297,1819.750,1974.720,2579.860,low_ve
20091105_175054_LDC_120774,63.422,135.984,135.984,1298.750,1298.750,2221.641,2423.070,3028.180,high_ve
20091106_093034_HRM_120660,1.750,28.000,28.000,969.641,969.641,1771.828,2011.770,2616.620,cell
20091106_094833_LDC_120794,6.750,50.328,50.328,1004.719,1004.719,1927.781,2074.180,2679.160,high_ve
20091106_102139_HRM_120741,9.375,34.828,35.594,1125.453,1125.453,1634.500,1882.450,2487.790,cell
20091106_111839_LDC_120698,6.493,29.047,29.047,1014.969,1014.969,1871.172,2108.050,2712.710,cell
20091106_121907_HRM_120772,2.203,23.485,23.485,1023.672,1023.672,1858.235,1976.240,2580.930,cell
20091106_130911_LDC_120803,5.063,28.234,28.234,924.188,924.188,1817.625,1901.450,2506.870,low_ve
20091106_133519_HRM_120657,4.828,28.781,28.781,948.359,948.359,1883.953,2077.740,2682.980,low_ve
20091106_142234_LDC_120515,4.625,36.500,36.500,1279.125,1279.125,2190.922,2577.850,3182.890,cell
20091106_142328_HRM_120790,18.360,58.375,58.375,986.828,986.828,1713.781,1890.390,2495.750,high_ve
20091106_151046_HRM_120699,2.828,23.844,23.844,1370.781,1370.781,2238.844,2456.470,3061.290,low_ve
20091106_152645_LDC_120691,3.828,30.141,30.141,898.969,898.969,1788.109,1881.260,2486.140,low_ve
20091106_161134_LDC_120795,30.781,56.625,56.625,997.781,997.781,1852.891,2069.070,2674.650,high_ve
20091106_170218_HRM_120789,4.297,26.844,26.844,907.844,907.844,1819.078,1915.520,2520.860,high_ve
20091106_170456_LDC_120647,105.750,152.484,152.484,1056.406,1056.406,2014.060,2014.060,2618.990,cell
20091109_092228_LDC_120707,9.203,31.797,31.797,1059.328,1059.328,1961.562,2085.780,2690.990,low_ve
20091109_092507_HRM_120436,5.936,34.157,34.157,900.133,900.133,1803.148,2055.940,2661.150,low_ve
20091109_102133_HRM_120688,5.090,29.772,29.772,928.339,928.339,1837.039,1977.950,2582.890,cell
20091109_105700_LDC_120762,6.059,30.224,32.085,981.775,985.949,1858.922,2058.720,2663.940,high_ve
20091109_120038_HRM_120685,2.694,27.047,27.047,944.204,944.204,1888.956,2196.850,2801.850,cell
20091109_120225_LDC_120668,0.813,25.891,25.891,1089.906,1089.906,1959.578,2059.230,2664.230,low_ve
20091109_131420_LDC_120670,55.734,93.359,93.359,829.031,829.031,1751.906,1973.690,2578.570,high_ve
20091109_131709_HRM_120681,27.658,151.398,151.398,1123.385,1123.385,2046.149,2161.190,2766.300,high_ve
20091109_140415_LDC_120792,3.610,26.750,26.750,958.203,958.203,1819.906,1910.480,2515.530,high_ve
20091109_141055_HRM_120793,1.222,27.282,27.282,1028.509,1028.509,1817.823,1915.770,2521.330,high_ve
20091109_150446_LDC_120696,23.844,57.938,57.938,875.438,875.438,1830.125,1974.940,2580.530,low_ve
20091109_165653_HRM_120711,7.690,70.883,70.883,1104.607,1104.607,2056.971,2295.470,2901.130,cell
20091109_170854_LDC_120700,32.359,66.703,66.703,992.016,992.016,1878.750,2143.710,2748.500,low_ve
20091109_180202_LDC_120774,35.203,64.969,64.969,1340.562,1340.562,2240.281,2315.430,2920.370,low_ve
20091109_180900_HRM_120570,15.301,49.286,49.286,906.085,906.085,1762.429,1978.660,2583.600,low_ve
20091109_190143_HRM_120748,32.951,68.174,68.174,937.047,937.047,1841.142,1974.000,2578.980,high_ve
20091110_094907_LDC_120805,8.688,39.172,39.172,1010.547,1027.281,1898.719,2029.530,2634.860,high_ve
20091110_103910_LDC_120804,3.063,28.516,28.516,1001.016,1001.016,1854.156,2045.850,2650.660,high_ve
20091110_115730_LDC_120797,2.110,29.781,29.781,1109.141,1109.141,1841.891,2171.500,2777.090,high_ve
20091110_121729_HRM_110236,2.266,27.828,27.828,1140.203,1140.203,2032.734,2284.640,2889.310,cell
20091110_125228_LDC_120807,7.797,31.406,31.406,1047.312,1065.203,2043.078,2165.080,2770.480,high_ve
20091110_131437_HRM_120802,17.234,39.188,39.188,958.312,958.312,1833.360,1972.390,2577.320,high_ve
20091110_140953_HRM_120593,5.094,30.047,30.047,924.125,924.125,1875.219,2426.250,3031.350,cell
20091110_141534_LDC_120278,39.750,66.641,66.641,1018.688,1018.688,1890.094,2082.210,2687.620,low_ve
20091110_150931_HRM_120810,1.719,28.766,28.766,977.000,977.000,1837.438,1992.680,2597.740,high_ve
20091110_151242_LDC_120761,4.297,33.109,33.109,1029.156,1029.156,2011.281,2182.620,2787.590,cell
20091110_160253_LDC_120809,41.203,82.297,82.297,997.375,997.375,1875.922,1993.660,2598.710,low_ve
20091110_160311_HRM_120627,13.031,50.609,50.609,960.094,960.094,1873.875,2313.930,2918.930,high_ve
20091110_175310_HRM_120699,21.953,48.188,48.188,1203.188,1203.188,2049.250,2283.130,2888.330,cell
20091110_180417_LDC_120794,3.360,48.922,48.922,939.859,939.859,1869.860,2227.720,2832.700,low_ve
20091111_091618_LDC_120579,4.328,26.812,26.812,893.984,893.984,1781.110,2427.680,3032.600,cell
20091111_092421_HRM_120436,4.203,23.453,23.453,945.031,945.031,1842.860,2056.950,2661.870,cell
20091111_102311_LDC_120668,5.406,29.750,29.750,1045.641,1045.641,1840.984,1961.550,2566.470,cell
20091111_102515_HRM_120686,2.875,33.281,33.281,1105.750,1105.750,1919.672,2666.090,3271.190,low_ve
20091111_112455_LDC_120707,24.312,63.266,63.266,758.266,758.266,1705.438,1938.810,2544.410,cell
20091111_114804_HRM_120706,3.000,27.062,27.062,1090.688,1090.688,1967.735,2419.840,3024.580,low_ve
20091111_132421_HRM_120820,30.609,79.047,79.047,1024.375,1024.375,1978.234,2109.110,2713.920,high_ve
20091111_154238_LDC_120825,4.578,25.656,25.656,933.109,946.172,1842.297,2114.220,2718.880,high_ve
20091111_164716_LDC_120826,8.953,40.078,40.078,914.078,914.078,1789.641,1991.710,2596.880,high_ve
20091111_181321_HRM_120570,4.406,32.734,32.734,731.453,731.453,1640.188,1999.300,2604.220,cell
20091111_182457_LDC_120788,3.938,30.234,30.234,942.328,942.328,1809.406,1902.280,2507.320,high_ve
20091111_190544_HRM_120752,13.922,45.516,45.516,876.484,876.484,1768.766,2287.070,2892.210,low_ve
20091112_101811_LDC_120815,3.922,30.812,30.812,1070.328,1081.344,1994.578,2134.310,2739.810,low_ve
20091112_102656_HRM_120814,73.016,93.360,93.360,1090.812,1090.812,1995.282,2260.020,2864.940,high_ve
20091112_112313_HRM_120692,3.219,30.078,31.000,1029.781,1034.297,1850.266,2211.060,2816.110,cell
20091112_120851_LDC_120829,5.172,39.703,39.703,1011.562,1011.562,1925.500,2106.870,2711.910,high_ve
20091112_122520_HRM_120597,2.813,23.453,23.453,965.719,965.719,1783.625,2052.820,2657.740,cell
20091112_131537_LDC_120643,3.766,25.375,25.375,955.172,955.172,1842.078,1941.740,2547.100,low_ve
20091112_142650_HRM_120585,1.750,36.609,37.891,1141.016,1142.313,1916.203,2039.440,2644.080,cell
20091112_151816_LDC_120573,24.109,54.656,54.656,917.484,917.484,1800.860,2153.780,2759.340,low_ve
20091112_161938_HRM_120713,53.563,78.688,78.688,1054.266,1054.266,1990.188,2074.210,2679.150,low_ve
20091112_170603_LDC_120709,6.328,32.500,32.500,908.062,908.062,1872.360,2178.300,2783.690,low_ve
20091112_180059_LDC_120817,2.313,29.735,29.735,891.578,891.578,1867.188,2075.710,2680.460,high_ve
20091112_180529_HRM_120595,25.578,61.813,61.813,987.734,987.734,1833.188,1916.090,2520.840,low_ve
20091112_185905_LDC_120822,4.063,33.719,33.719,1032.281,1032.281,1841.953,2193.640,2798.660,high_ve
20091112_190430_HRM_120748,15.110,39.000,39.000,997.406,997.406,1903.344,2168.110,2773.030,low_ve
20091113_091750_LDC_120733,3.610,27.656,27.656,1026.500,1027.531,1945.828,2067.210,2672.150,low_ve
20091113_110815_LDC_120763,3.735,27.141,27.141,922.172,922.172,1797.875,1912.240,2517.380,high_ve
20091113_115635_LDC_120827,3.906,32.141,32.141,1011.500,1011.500,1961.547,2095.010,2699.880,high_ve
20091113_120902_HRM_120574,4.735,29.469,29.469,1022.234,1022.234,1869.766,2139.770,2745.000,low_ve
20091113_130523_LDC_120724,4.953,34.859,34.859,891.500,891.500,1806.219,2038.950,2644.370,cell
20091113_150113_LDC_120714,3.781,31.141,31.141,904.609,904.609,1877.985,2041.740,2646.740,low_ve
20091113_161716_HRM_120831,3.297,28.922,28.922,895.344,895.344,1852.547,1984.780,2590.010,high_ve
20091113_170338_LDC_120613,4.859,29.609,29.609,893.203,893.203,1802.516,1910.670,2516.110,cell
20091116_095614_HRM_120706,7.704,30.660,30.660,841.567,845.560,1768.896,1886.760,2491.610,cell
20091116_101144_LDC_120794,5.016,30.297,30.297,929.156,929.156,1824.594,1965.000,2569.860,cell
20091116_104532_HRM_120824,1.582,24.318,24.318,907.067,907.067,1774.424,1994.970,2600.530,high_ve
20091116_111532_LDC_120733,7.781,28.641,28.641,1000.688,1001.610,1868.266,1995.280,2600.180,cell
20091116_114228_HRM_120374,3.007,36.407,36.407,968.935,968.935,1898.677,2399.280,3004.510,high_ve
20091116_122842_LDC_120759,28.469,63.875,63.875,949.609,949.609,1786.360,1963.580,2568.200,high_ve
20091116_124234_HRM_120736,2.333,25.555,25.555,1267.016,1267.016,2146.931,2258.000,2862.740,low_ve
20091116_151344_HRM_120716,28.342,62.353,62.353,964.989,964.989,1887.762,2096.570,2701.840,low_ve
20091116_160649_LDC_120600,3.500,28.984,28.984,925.094,925.094,1808.188,2020.000,2625.290,low_ve
20091116_172941_LDC_120431,5.641,37.031,37.031,1036.734,1036.734,2109.188,2781.060,3386.530,low_ve
20091116_175123_HRM_120595,45.035,78.733,78.733,1109.614,1109.614,2165.628,2389.980,2994.670,cell
20091116_190554_LDC_120636,12.828,46.078,46.078,958.656,958.656,1879.328,2008.960,2613.650,high_ve
20091116_190649_HRM_120648,3.336,29.485,29.485,918.060,918.060,1818.613,1902.450,2507.950,high_ve
20091117_091332_LDC_120632,7.639,34.897,34.897,891.133,892.524,1787.393,1969.070,2574.550,cell
20091117_123400_HRM_120500,4.063,39.703,39.703,971.078,982.063,1867.141,2100.570,2705.320,cell
20091117_123606_LDC_120512,2.625,28.265,28.265,937.758,937.758,1745.774,1870.050,2474.800,cell
20091117_135314_HRM_120697,3.047,40.422,40.422,879.641,891.750,1795.406,2013.590,2618.800,low_ve
20091117_141635_LDC_120673,2.219,28.531,28.531,1328.210,1343.851,2111.065,2239.670,2845.150,high_ve
20091117_150641_HRM_120465,9.235,32.594,32.594,1258.391,1258.391,2124.235,2541.930,3147.160,cell
20091117_160524_HRM_120489,21.953,70.578,70.578,946.297,946.297,1901.500,2123.140,2728.160,low_ve
20091117_161941_LDC_120749,4.125,36.688,36.688,958.469,958.469,1937.875,2280.850,2886.330,low_ve
20091117_170307_HRM_120832,5.063,30.359,30.359,941.719,941.719,1803.953,1962.13,2567.15,low_ve
20091117_171651_LDC_120594,30.485,78.828,78.828,927.219,927.219,1821.391,1931.120,2536.030,low_ve
20091117_180234_HRM_120828,3.031,30.656,30.656,832.484,832.484,1789.594,1978.630,2583.850,low_ve
20091117_181719_LDC_120774,11.188,39.813,39.813,1014.859,1014.859,1945.469,2153.100,2757.860,cell
20091117_185227_HRM_120801,6.234,32.422,32.422,970.906,970.906,1828.813,1856.380,2461.350,high_ve
20091118_091215_HRM_120566,9.095,29.062,29.062,1226.594,1229.344,2018.609,2183.620,2788.590,cell
20091118_091456_LDC_120564,34.859,65.266,65.266,972.375,972.375,1764.031,1921.020,2525.990,cell
20091118_101528_LDC_120676,16.375,41.969,41.969,1030.031,1032.938,1946.844,2065.830,2670.650,high_ve
20091118_103808_HRM_120578,3.406,27.281,27.281,963.500,963.500,1837.781,2145.500,2750.650,low_ve
20091118_112856_HRM_120735,3.063,23.750,23.750,1046.297,1046.297,1850.563,1954.140,2558.900,low_ve
20091118_120052_LDC_120515,6.766,41.641,41.641,1169.828,1169.828,2068.125,2477.700,3083.120,cell
20091118_122004_HRM_120667,14.266,40.938,40.938,908.453,908.453,1808.781,2312.010,2917.590,high_ve
20091118_133320_LDC_120737,7.359,29.422,29.422,878.062,878.062,1615.703,1868.440,2473.400,low_ve
20091118_140719_HRM_120493,4.688,32.656,32.656,882.125,882.125,1680.641,2018.160,2623.100,cell
20091118_145926_LDC_120759,20.594,47.875,47.875,984.266,984.266,1837.875,2026.260,2631.820,low_ve
20091118_151504_HRM_120657,1.984,33.766,33.766,908.234,908.234,1854.906,2122.850,2728.070,cell
20091118_160722_LDC_120729,3.500,34.188,34.188,908.281,908.281,1807.250,1974.280,2579.780,high_ve
20091118_181226_LDC_120431,4.953,29.438,29.438,630.609,630.609,1745.672,1906.560,2511.490,cell
20091118_190018_HRM_120752,11.797,33.531,33.531,924.562,924.562,1804.172,2479.950,3085.060,low_ve
20091119_091740_HRM_120686,3.156,26.000,26.000,985.875,985.875,1833.906,2001.520,2606.600,cell
20091119_120344_LDC_120762,1.344,22.000,22.000,1177.750,1177.750,1894.172,2131.340,2736.160,low_ve
20091119_131424_LDC_120743,6.156,29.641,29.641,986.141,986.141,1841.125,2284.240,2889.180,low_ve
20091119_150107_HRM_120580,13.235,41.156,41.156,919.078,919.078,1806.703,2260.860,2865.650,cell
20091119_162407_HRM_120750,32.469,60.328,60.328,938.406,938.406,1801.516,2122.440,2727.860,low_ve
20091119_165812_LDC_120768,2.922,39.203,39.203,1017.516,1017.516,1843.860,2140.440,2745.460,low_ve
20091119_171316_HRM_120659,5.844,34.781,34.781,978.406,978.406,1781.250,2047.540,2653.100,cell
20091119_180211_HRM_120828,6.438,29.422,29.422,900.859,900.859,1871.547,2155.200,2760.160,cell
20091120_091338_LDC_120676,5.297,30.735,30.735,996.609,998.235,1868.406,2004.810,2610.140,cell
20091120_102421_LDC_120658,15.750,40.891,40.891,1020.078,1020.078,1906.110,2124.260,2729.170,low_ve
20091120_104956_HRM_120778,3.360,30.188,30.188,1057.172,1057.172,1992.469,2415.370,3020.100,high_ve
20091120_111356_LDC_120684,3.360,28.063,28.063,1037.672,1037.672,1870.735,2124.960,2730.200,high_ve
20091120_121638_HRM_120764,2.156,21.828,21.828,816.859,816.859,1704.563,2044.240,2649.860,low_ve
20091120_130804_HRM_120758,4.031,31.734,31.734,965.750,965.750,1811.922,1953.310,2558.580,low_ve
20091120_130834_LDC_120737,4.313,36.266,36.266,867.625,867.625,1746.078,1823.020,2428.290,cell
20091120_135654_LDC_120577,5.141,30.906,30.906,913.578,913.578,1840.984,2176.420,2780.960,low_ve
20091120_145009_HRM_120697,3.281,30.312,30.312,1057.109,1057.109,1862.938,2078.510,2683.150,cell
20091120_151444_LDC_120618,8.328,29.094,29.094,977.938,977.938,1918.609,2076.510,2682.040,low_ve
20091120_160245_LDC_120785,56.109,95.469,95.469,902.391,902.391,1828.297,2064.210,2669.060,high_ve
20091120_165528_LDC_120803,5.484,32.969,32.969,974.781,974.781,1838.422,2346.890,2951.520,cell
20091123_095708_HRM_120721,4.469,26.031,26.031,1058.125,1059.156,1938.688,2635.160,3240.180,cell
20091123_110233_HRM_120764,6.688,28.594,28.594,800.766,800.766,1673.672,2096.550,2701.530,cell
20091123_113003_LDC_120628,14.172,41.813,41.813,914.484,914.484,1828.500,2363.640,2968.990,low_ve
20091123_120516_HRM_120791,3.047,36.328,36.328,1127.547,1127.547,2028.531,2164.090,2769.180,low_ve
20091123_122511_LDC_120588,11.000,44.578,44.578,1138.453,1155.875,1978.188,2090.300,2695.060,low_ve
20091123_131932_HRM_120736,6.344,36.250,36.250,1103.750,1103.750,2040.813,2275.830,2881.130,cell
20091123_131940_LDC_120783,44.547,69.469,69.469,953.094,953.094,1831.735,2170.180,2775.480,low_ve
20091123_141253_LDC_120625,1.688,26.344,26.344,1155.734,1155.734,1933.078,2256.160,2861.630,high_ve
20091123_141601_HRM_120587,5.359,24.360,24.360,1191.859,1196.469,2095.047,2309.150,2914.090,low_ve
20091123_150807_LDC_120795,35.469,65.906,65.906,864.281,864.281,1773.344,2094.310,2698.980,low_ve
20091123_151241_HRM_120780,15.125,46.828,46.828,943.469,943.469,1838.859,2263.060,2868.340,low_ve
20091123_161309_HRM_120798,4.000,52.813,52.813,964.781,964.781,2351.484,2412.960,3018.300,high_ve
20091123_173509_HRM_120832,2.906,27.688,27.688,930.125,930.125,1804.703,2042.640,2647.920,cell
20091123_174011_LDC_120540,27.062,62.453,62.453,889.203,900.578,1700.031,1871.920,2476.550,cell
20091123_182459_HRM_120541,3.063,30.688,30.688,1053.766,1053.766,1850.735,1967.060,2572.090,cell
20091123_182946_LDC_120555,22.438,53.516,53.516,941.484,941.484,1827.969,2755.740,3360.720,cell
20091124_091248_LDC_120805,7.984,33.078,33.078,920.766,932.047,1858.078,1963.510,2568.560,low_ve
20091124_101800_LDC_120656,1.094,27.266,27.266,1025.188,1025.188,1923.813,2165.200,2770.040,low_ve
20091124_113918_HRM_120823,4.953,29.110,29.110,1202.625,1224.750,2131.172,2230.940,2835.820,high_ve
20091124_131951_LDC_120747,4.344,35.734,35.734,1054.344,1054.344,1874.641,2002.540,2607.880,cell
20091124_142206_HRM_120810,20.797,50.828,50.828,945.719,945.719,1800.313,1933.980,2538.850,low_ve
20091124_142712_LDC_120819,9.953,32.719,32.719,842.453,842.453,1679.313,1988.240,2593.200,low_ve
20091124_151403_HRM_120816,32.156,56.688,56.688,928.641,928.641,1819.094,2013.680,2619.280,high_ve
20091124_160415_LDC_120582,3.422,34.078,34.078,1128.500,1128.500,1813.578,2058.140,2662.930,cell
20091124_160427_HRM_120731,23.922,53.734,53.734,955.703,955.703,1834.078,2141.990,2746.780,low_ve
20091124_165421_HRM_120739,24.235,66.719,66.719,965.594,979.188,1810.141,1890.560,2496.210,high_ve
20091124_171758_LDC_120691,3.891,25.953,25.953,920.969,920.969,1861.985,1979.960,2585.000,cell
20091124_185633_LDC_120742,35.516,63.203,63.203,1016.672,1016.672,1904.719,2061.260,2666.260,low_ve
20091124_191808_HRM_120348,5.719,32.234,32.234,1073.469,1073.469,1865.469,2424.340,3029.340,cell
20091125_110739_HRM_120532,6.359,31.891,31.891,986.062,987.219,1869.063,2034.000,2639.100,cell
20091125_115614_HRM_120799,52.719,88.641,88.641,969.328,969.328,1814.281,1930.680,2535.680,high_ve
20091130_090719_HRM_120824,4.172,30.516,30.516,960.516,960.516,1783.547,1972.970,2577.820,low_ve
20091130_092525_LDC_120786,5.609,30.797,30.797,946.766,946.766,1905.375,2013.290,2618.390,low_ve
20091130_101442_LDC_120792,3.953,31.719,31.719,970.750,970.750,1887.875,2053.470,2658.630,low_ve
20091130_110535_HRM_120760,1.344,23.469,23.469,1202.906,1202.906,2067.766,2183.600,2788.740,high_ve
20091130_120837_LDC_120809,9.016,35.547,35.547,928.688,937.750,1738.141,1847.960,2453.320,low_ve
20091130_121807_HRM_120789,3.625,20.578,20.578,840.594,840.594,1799.812,1913.270,2518.370,low_ve
20091130_131423_LDC_120771,10.453,32.969,32.969,930.906,950.531,1852.312,1963.110,2568.110,low_ve
20091130_140011_HRM_120740,2.547,25.141,25.141,931.516,931.516,1796.734,2000.990,2606.160,low_ve
20091130_145038_HRM_120818,6.563,36.344,36.344,1186.719,1202.485,2112.703,2243.080,2847.930,high_ve
20091130_150235_LDC_120825,0.594,22.781,22.781,1082.109,1082.109,1948.828,2177.160,2782.200,low_ve
20091130_162506_HRM_120574,10.485,42.406,42.406,963.781,963.781,1835.469,2081.600,2686.960,cell
20091130_171533_HRM_120727,3.953,33.125,33.125,748.875,748.875,1966.813,2268.260,2873.080,low_ve
20091130_181010_LDC_120742,4.797,33.688,33.688,892.281,892.281,1796.000,2165.890,2771.290,cell
20091201_091206_LDC_113093,3.235,26.750,26.750,920.406,920.406,1866.344,2098.830,2703.810,cell
20091201_091350_HRM_120627,3.610,33.938,33.938,930.969,930.969,1841.891,1994.110,2599.090,low_ve
20091201_101146_LDC_120804,4.672,24.781,24.781,1016.125,1016.125,1884.797,1985.400,2590.450,low_ve
20091201_111724_HRM_120306,18.406,51.344,51.344,912.250,912.250,1795.844,1963.450,2568.200,low_ve
20091201_111741_LDC_120826,7.547,45.438,45.438,925.016,925.016,1805.500,1947.100,2551.850,low_ve
20091201_121932_LDC_120719,10.672,40.266,40.266,963.203,963.203,1888.703,2032.210,2637.380,cell
20091201_122010_HRM_120374,27.453,63.609,63.609,1019.297,1019.297,1758.625,1993.290,2598.460,low_ve
20091201_131541_HRM_120798,22.703,79.766,79.766,770.047,770.047,1705.031,1916.580,2521.460,low_ve
20091201_131617_LDC_120807,7.406,28.000,28.000,941.984,941.984,1795.172,1881.360,2486.240,low_ve
20091201_142029_LDC_120673,4.172,26.688,26.688,962.078,962.078,1778.563,1946.190,2550.610,low_ve
20091201_150931_HRM_120527,3.469,33.313,33.313,1082.234,1082.234,2048.313,2293.130,2898.650,cell
20091201_160530_HRM_120731,8.641,51.844,51.844,836.562,836.562,1734.672,1924.910,2529.950,cell
20091201_170639_HRM_120693,2.938,30.047,30.047,965.625,965.625,1932.641,2048.630,2653.230,low_ve
20091201_171141_LDC_120751,2.594,25.438,25.438,949.359,949.359,1820.735,1934.500,2539.460,low_ve
20091201_180223_HRM_120748,22.297,54.219,54.219,923.250,923.250,1789.844,2067.650,2672.670,cell
20091201_191010_LDC_120594,5.375,23.578,23.578,920.797,920.797,1811.422,1959.360,2564.830,cell
20091202_093202_HRM_120716,3.594,34.125,34.125,806.219,806.219,1680.922,1805.680,2410.300,cell
20091202_101938_HRM_120702,48.141,113.328,113.328,937.078,937.078,1854.094,1986.610,2591.330,low_ve
20091202_102143_LDC_120701,2.078,38.766,38.766,814.516,814.516,1701.766,1863.200,2467.920,low_ve
20091202_111941_LDC_120829,17.438,46.469,46.469,1039.203,1039.203,1824.000,2003.260,2608.740,low_ve
20091202_121133_LDC_120809,6.656,53.969,53.969,926.453,926.453,1794.656,1905.270,2510.670,cell
20091202_130145_LDC_120782,32.000,64.766,64.766,930.922,930.922,1881.797,2170.720,2775.740,high_ve
20091202_141729_HRM_120740,21.656,44.391,44.391,942.234,942.234,1838.641,2179.430,2784.960,cell
20091202_141817_LDC_120359,0.875,28.36,28.36,903.453,903.453,1801.766,2132.89,2738.42,low_ve
20091202_152010_HRM_120738,4.422,28.203,28.203,971.375,971.375,1809.203,2531.570,3136.540,low_ve
20091202_152040_LDC_120679,3.516,28.469,28.469,984.797,984.797,1820.000,0.000,0.000,no_call
20091202_162917_LDC_120771,6.328,37.953,37.953,991.812,991.812,2095.640,2095.640,2700.320,cell
20091202_172251_LDC_120817,1.719,60.500,60.500,909.719,909.719,1670.453,1797.790,2403.000,low_ve
20091202_172358_HRM_120282,42.562,65.672,65.672,1013.859,1013.859,1572.469,1942.330,2547.620,cell
20091202_180746_LDC_120636,4.953,32.484,32.484,940.141,940.141,1890.656,2192.090,2797.550,low_ve
20091202_181147_HRM_120648,4.875,28.266,28.266,922.562,922.562,1838.312,1949.450,2554.910,low_ve
20091202_190516_LDC_120788,1.938,25.875,25.875,914.234,914.234,1794.031,2338.290,2943.490,low_ve
20091203_090849_LDC_120785,8.438,30.047,30.047,968.141,971.844,1889.031,2364.470,2969.670,low_ve
20091203_091618_HRM_120824,12.328,35.922,35.922,879.812,879.812,1725.203,1912.770,2517.970,cell
20091203_101709_LDC_120807,9.235,29.813,29.813,912.797,914.360,1822.016,2121.420,2726.510,cell
20091203_110912_HRM_120306,4.563,36.297,36.297,953.578,953.578,1724.594,1951.610,2556.700,cell
20091203_120249_HRM_120374,14.516,76.500,76.500,981.375,981.375,1835.750,1971.350,2576.710,cell
20091203_121243_LDC_120404,4.875,26.110,26.110,1138.750,1138.750,1940.328,2313.310,2918.360,cell
20091203_131111_LDC_120573,7.766,28.031,28.031,937.359,938.363,1768.703,2084.440,2689.840,cell
20091203_140301_HRM_120791,6.000,33.563,33.563,920.656,920.656,1804.969,2196.800,2801.470,cell
20091203_141801_LDC_120729,7.438,28.188,28.188,891.094,893.422,1892.344,2037.220,2642.310,low_ve
20091203_151929_HRM_120728,9.203,33.484,33.484,1008.875,1008.875,1907.031,2060.700,2665.630,low_ve
20091203_162339_HRM_120750,32.594,55.938,55.938,932.656,932.656,1830.156,2267.100,2871.910,cell
20091203_163059_LDC_120749,51.062,77.797,77.797,906.094,906.094,1665.984,1829.840,2434.650,cell
20091203_171659_HRM_120713,17.469,43.438,43.438,975.469,975.469,1911.328,1941.620,2546.470,cell
20091203_171946_LDC_120709,5.656,26.844,26.844,934.422,934.422,1853.281,1965.310,2570.070,cell
20091203_180924_LDC_120822,1.547,22.547,22.547,979.469,979.469,1745.860,2041.260,2646.790,low_ve
20091203_181435_HRM_111138,10.141,52.516,52.516,971.297,971.297,1846.156,2586.900,3192.000,high_ve
20091203_191106_HRM_120801,22.703,49.078,49.078,878.359,878.359,1719.797,2027.320,2632.480,low_ve
20091204_092831_LDC_120684,5.031,31.344,31.344,1125.156,1125.156,1891.969,2004.220,2609.090,low_ve
20091204_100601_HRM_120793,5.344,25.859,25.859,1085.625,1091.891,2028.313,2185.910,2790.720,cell
20091204_101636_LDC_120792,3.375,29.719,29.719,1012.297,1012.297,1892.031,2022.110,2627.110,cell
20091204_120558_HRM_120818,3.797,27.672,27.672,1210.281,1211.828,2098.766,2205.230,2810.530,low_ve
20091204_131251_HRM_120790,3.078,27.953,27.953,974.062,974.062,1817.875,2077.760,2683.200,low_ve
20091204_131456_LDC_120826,8.141,33.766,33.766,928.594,928.594,1805.594,1955.520,2560.960,cell
20091204_140426_HRM_120690,16.047,55.031,55.031,835.016,835.016,1714.328,1933.070,2537.940,cell
20091204_154040_HRM_120779,4.829,34.266,38.438,907.516,907.516,1848.016,2007.780,2613.340,low_ve
20091204_161148_LDC_120696,1.719,26.375,26.375,1026.406,1026.406,2049.031,2202.470,2807.140,cell
20091204_170704_LDC_120817,8.969,41.438,41.438,819.062,819.062,1627.735,2130.580,2735.310,cell
20091207_090444_LDC_120785,6.281,31.281,31.281,883.719,885.328,1746.391,1955.540,2560.580,cell
20091207_100707_HRM_120735,1.645,21.052,21.052,909.781,909.781,1798.572,1956.090,2561.550,cell
20091207_110441_HRM_120778,6.062,34.210,34.210,1049.989,1049.989,2020.813,2171.570,2776.450,low_ve
20091207_121334_LDC_120829,7.094,33.344,33.344,999.500,999.500,1889.000,2056.960,2662.460,cell
20091207_124117_HRM_120474,4.386,30.091,30.091,952.606,952.606,1851.125,1974.430,2579.520,low_ve
20091207_130850_LDC_120783,5.406,25.391,25.391,929.156,1065.594,1822.813,1976.050,2581.260,cell
20091207_133030_HRM_120818,5.764,29.997,29.997,764.247,771.107,1682.893,1908.050,2512.900,cell
